GeoFips,GeoName,LineCode,Description,2014,2015,2016,2017,2018,2019
13000,Georgia,16,      Health care,50258.6,54117.4,58199,60370.8,63770.9,65982.1
13000,Georgia,17,      Transportation services,8242.5,8688.5,9023.2,9634.5,10269.7,10805.3
13000,Georgia,18,      Recreation services,11845.6,12337.6,13288.8,13882.2,13993.9,14274.2
13000,Georgia,19,      Food services and accommodations,23578.4,24591.9,26094.3,27437.7,28781.1,29847.9
13000,Georgia,20,      Financial services and insurance,23196.9,24636.3,25636.3,27040.5,28323.1,28871.7
13000,Georgia,21,      Other services,32057.1,33011.4,34575.2,36406.5,37864.3,39614.4
13000,Georgia,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3572.1,3642.8,3798.3,3790.3,3774.6,3599.2
13000,Georgia,23,      Gross output of nonprofit institutions,30126.1,32446.8,35058.7,36580.7,38629.3,39396.2
13000,Georgia,24,      Less: Receipts from sales of goods and services by nonprofit institutions,26553.9,28804,31260.4,32790.4,34854.7,35797
15000,Hawaii,1,Personal consumption expenditures,57294.7,59262.3,61463.4,64057.1,67372.3,69993.4
15000,Hawaii,2,  Goods,17743.5,17904.7,18364.3,19110.9,20163.6,20799.7
15000,Hawaii,3,    Durable goods,5794.1,5970.3,6145.1,6411.1,6780.8,6916.2
15000,Hawaii,4,      Motor vehicles and parts,1641,1774.5,1832.1,1899.8,1935.4,1889
15000,Hawaii,5,      Furnishings and durable household equipment,1272,1340.7,1421.2,1512.6,1610.7,1649.1
15000,Hawaii,6,      Recreational goods and vehicles,1857.7,1773.1,1750.8,1811.6,1980.6,2112.8
15000,Hawaii,7,      Other durable goods,1023.4,1082.1,1141,1187.1,1254,1265.3
15000,Hawaii,8,    Nondurable goods,11949.5,11934.3,12219.2,12699.9,13382.8,13883.5
15000,Hawaii,9,      Food and beverages purchased for off-premises consumption,5027.8,5085.1,5167.7,5366.2,5633.7,5863.7
15000,Hawaii,10,      Clothing and footwear,1215.8,1222.7,1264.1,1282.1,1378.8,1391.2
15000,Hawaii,11,      Gasoline and other energy goods,1045.6,776.8,753.3,849.1,968,893.3
15000,Hawaii,12,      Other nondurable goods,4660.2,4849.7,5034.1,5202.5,5402.3,5735.3
15000,Hawaii,13,  Services,39551.2,41357.6,43099.1,44946.1,47208.7,49193.7
15000,Hawaii,14,    Household consumption expenditures (for services),36962.3,38838.4,40402.2,42212.7,44289.1,46234.5
15000,Hawaii,15,      Housing and utilities,12337.9,13029.3,13609.6,14169.9,14690.7,15186.3
15000,Hawaii,16,      Health care,7992.2,8506.9,8883.4,9356.4,9888.7,10464
15000,Hawaii,17,      Transportation services,1792.1,1778.7,1863.1,1900.7,2066,2167.1
15000,Hawaii,18,      Recreation services,2056.2,2134.7,2207.3,2272.9,2346.1,2393.2
15000,Hawaii,19,      Food services and accommodations,3014.3,3158.2,3286.9,3409,3523,3645.2
15000,Hawaii,20,      Financial services and insurance,4533,4749.6,4910.3,5244.2,5593.1,5816.3
15000,Hawaii,21,      Other services,5236.7,5481,5641.6,5859.5,6181.5,6562.3
15000,Hawaii,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2588.8,2519.2,2696.9,2733.4,2919.6,2959.2
15000,Hawaii,23,      Gross output of nonprofit institutions,7248.2,7404.9,7723.8,7936.3,8438.9,8832.1
15000,Hawaii,24,      Less: Receipts from sales of goods and services by nonprofit institutions,4659.4,4885.7,5026.9,5202.9,5519.3,5872.9
16000,Idaho,1,Personal consumption expenditures,50769.3,53195.9,56089.1,59946.5,63585.1,66448.4
16000,Idaho,2,  Goods,18777.1,19178,19885.3,21113.1,22067.4,22512.9
16000,Idaho,3,    Durable goods,6539.5,7145.6,7630.4,8262.8,8728.8,8972.1
16000,Idaho,4,      Motor vehicles and parts,2365.4,2666.2,2828.3,3131.6,3279.8,3229.2
16000,Idaho,5,      Furnishings and durable household equipment,1369.3,1479.8,1573.4,1677.6,1821.6,1951.6
16000,Idaho,6,      Recreational goods and vehicles,1905.5,2069.1,2286.3,2480.9,2610.4,2752.6
16000,Idaho,7,      Other durable goods,899.3,930.5,942.4,972.7,1017,1038.7
16000,Idaho,8,    Nondurable goods,12237.6,12032.4,12254.9,12850.3,13338.6,13540.8
16000,Idaho,9,      Food and beverages purchased for off-premises consumption,4629.3,4760,4920.1,5055.1,5099.8,5187.4
16000,Idaho,10,      Clothing and footwear,1310.1,1347.3,1416.8,1426.8,1526.7,1563.4
16000,Idaho,11,      Gasoline and other energy goods,2562.8,1990.4,1769,2064.4,2339,2180.7
16000,Idaho,12,      Other nondurable goods,3735.3,3934.6,4149,4304,4373,4609.3
16000,Idaho,13,  Services,31992.2,34018,36203.8,38833.4,41517.7,43935.5
16000,Idaho,14,    Household consumption expenditures (for services),31404.9,33487.6,35630,38104.9,40773,43218.9
16000,Idaho,15,      Housing and utilities,9455,10063.7,10440.3,11002.8,11392.4,11806.5
16000,Idaho,16,      Health care,8587.9,9269,10023.6,10600.6,11356.2,12111.4
16000,Idaho,17,      Transportation services,1343.2,1407.5,1503.1,1594.5,1747.3,1893.6
16000,Idaho,18,      Recreation services,1880.8,2060.5,2305.6,2556.6,2851.3,3056.9
16000,Idaho,19,      Food services and accommodations,3074.9,3290.1,3499.7,3741.5,4035.9,4271.2
16000,Idaho,20,      Financial services and insurance,4343.5,4518.1,4790.2,5322.2,5859.6,6268.7
16000,Idaho,21,      Other services,2719.5,2878.7,3067.5,3286.7,3530.4,3810.6
16000,Idaho,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),587.3,530.4,573.8,728.5,744.7,716.6
16000,Idaho,23,      Gross output of nonprofit institutions,5154.3,5574.6,6146.2,5824.6,6238.6,6552.1
16000,Idaho,24,      Less: Receipts from sales of goods and services by nonprofit institutions,4567,5044.2,5572.3,5096.1,5493.9,5835.5
17000,Illinois,1,Personal consumption expenditures,494684.7,511456.7,527428.8,547168.9,569240.5,585415.2
17000,Illinois,2,  Goods,148268.6,150551,152857.6,159073.7,165224.2,170516.3
17000,Illinois,3,    Durable goods,49336.5,51301.8,52833.4,54622,56001.7,57988
17000,Illinois,4,      Motor vehicles and parts,17248,18261.7,18599.6,18823.4,19356.8,19315.3
17000,Illinois,5,      Furnishings and durable household equipment,10450.5,11161.9,11796.3,12268.6,12571.4,12881.3
17000,Illinois,6,      Recreational goods and vehicles,12935.6,12894.4,13406.6,14322.2,14672.6,16073.3
17000,Illinois,7,      Other durable goods,8702.4,8983.7,9030.9,9207.8,9400.9,9718
17000,Illinois,8,    Nondurable goods,98932.2,99249.2,100024.2,104451.6,109222.5,112528.3
17000,Illinois,9,      Food and beverages purchased for off-premises consumption,32819.7,33639.8,33901.5,35043.3,36064.9,37284
17000,Illinois,10,      Clothing and footwear,15516.3,15914.5,16131.1,16093.7,16502.5,16656.6
17000,Illinois,11,      Gasoline and other energy goods,13427.4,10248,9089.4,10335.1,12247,11141.9
17000,Illinois,12,      Other nondurable goods,37168.7,39446.8,40902.2,42979.6,44408.1,47445.9
17000,Illinois,13,  Services,346416.1,360905.7,374571.2,388095.2,404016.3,414898.9
17000,Illinois,14,    Household consumption expenditures (for services),323698.2,338445.8,350196.9,363133.5,377048.7,388621.2
17000,Illinois,15,      Housing and utilities,88593.7,91050.5,94414.9,98290,101880,105811.1
17000,Illinois,16,      Health care,80307.3,83556.9,86933.5,89322.7,91815.8,93496.4
17000,Illinois,17,      Transportation services,17910.9,18826.4,19380,19982.8,20944.2,21272.6
17000,Illinois,18,      Recreation services,20048.8,21534.6,22324.9,22683.5,23474.4,23939.7
17000,Illinois,19,      Food services and accommodations,30913.5,33477.3,34860.8,36117.8,37698.4,38953.2
17000,Illinois,20,      Financial services and insurance,36511.9,39108.3,40378.8,42928.2,45096.3,46841.2
17000,Illinois,21,      Other services,49412,50891.7,51904,53808.5,56139.7,58307.1
17000,Illinois,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),22717.9,22460,24374.3,24961.7,26967.6,26277.7
17000,Illinois,23,      Gross output of nonprofit institutions,69373.3,71014,74905.2,77033.8,82063.7,82801.8
17000,Illinois,24,      Less: Receipts from sales of goods and services by nonprofit institutions,46655.4,48554,50530.8,52072.1,55096.1,56524.1
18000,Indiana,1,Personal consumption expenditures,218348.3,223999.5,232627.9,244451.9,255050.3,263533
18000,Indiana,2,  Goods,75895.9,76552.6,78636.4,82964.2,86047.5,87776
18000,Indiana,3,    Durable goods,22991.1,24326.8,25310.9,26779,27930.2,28617.1
18000,Indiana,4,      Motor vehicles and parts,8504,9303.1,9490,9984.6,10583.2,10601.1
18000,Indiana,5,      Furnishings and durable household equipment,5103.3,5446.9,5788.5,6140.4,6453.3,6661.5
18000,Indiana,6,      Recreational goods and vehicles,6072.4,6178.5,6570.5,7116.5,7299.6,7715.2
18000,Indiana,7,      Other durable goods,3311.3,3398.3,3461.9,3537.6,3594.1,3639.4
18000,Indiana,8,    Nondurable goods,52904.8,52225.8,53325.5,56185.1,58117.3,59158.9
18000,Indiana,9,      Food and beverages purchased for off-premises consumption,17467.8,18175.4,18755.2,19463.4,19775.4,20093.5
18000,Indiana,10,      Clothing and footwear,6008.6,6132.4,6401.3,6479.6,6685.3,6791.8
18000,Indiana,11,      Gasoline and other energy goods,10026.3,7644.5,6857.4,7744.2,8816.3,8451.3
18000,Indiana,12,      Other nondurable goods,19402.1,20273.5,21311.7,22498,22840.3,23822.2
18000,Indiana,13,  Services,142452.4,147446.9,153991.5,161487.8,169002.8,175757
18000,Indiana,14,    Household consumption expenditures (for services),135006.1,140024.4,145963,153095.2,160158.6,167000.9
18000,Indiana,15,      Housing and utilities,35939.6,36968.6,37904.2,39367.1,40937.2,42581.1
18000,Indiana,16,      Health care,42754.7,44486.3,47221.5,50062.2,52307.9,54910
18000,Indiana,17,      Transportation services,6608,6893.9,7424.7,7677.1,8027.5,8186.6
18000,Indiana,18,      Recreation services,9098.4,9407.5,9859.3,10118.3,10423.8,10772.7
18000,Indiana,19,      Food services and accommodations,13403.4,14146.8,14577,14916.7,15557.4,15939.9
18000,Indiana,20,      Financial services and insurance,11627.9,12260.6,12697.5,14135,15355,16366.3
18000,Indiana,21,      Other services,15574.1,15860.7,16278.8,16818.9,17549.8,18244.3
18000,Indiana,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),7446.3,7422.6,8028.6,8392.5,8844.2,8756.1
18000,Indiana,23,      Gross output of nonprofit institutions,24035.4,24753.8,26418.1,27875.5,29183.1,30310.4
18000,Indiana,24,      Less: Receipts from sales of goods and services by nonprofit institutions,16589.1,17331.3,18389.5,19483,20338.9,21554.3
19000,Iowa,1,Personal consumption expenditures,106922.4,109575.9,113259.4,117647.2,121567.1,124069.7
19000,Iowa,2,  Goods,39005.1,38683.2,39215.4,40513.1,41717.2,42047.5
19000,Iowa,3,    Durable goods,12583.6,13121.9,13547.5,14012.5,14414.9,14632.3
19000,Iowa,4,      Motor vehicles and parts,4958,5328.9,5452.9,5623.8,5808.3,5783
19000,Iowa,5,      Furnishings and durable household equipment,2500.9,2571.6,2750.3,2873,2953.3,2972.6
19000,Iowa,6,      Recreational goods and vehicles,3386.6,3465.6,3563.8,3698.3,3818.7,4022.2
19000,Iowa,7,      Other durable goods,1738.1,1755.8,1780.5,1817.4,1834.5,1854.6
19000,Iowa,8,    Nondurable goods,26421.6,25561.4,25667.9,26500.6,27302.2,27415.1
19000,Iowa,9,      Food and beverages purchased for off-premises consumption,8509.9,8702,8845.4,8956.7,9038.7,9041.5
19000,Iowa,10,      Clothing and footwear,2765.8,2799.5,2845.2,2858.2,2969.4,2973
19000,Iowa,11,      Gasoline and other energy goods,5718.9,4513.5,3997.8,4409.5,4907.5,4664.2
19000,Iowa,12,      Other nondurable goods,9427,9546.5,9979.5,10276.2,10386.6,10736.4
19000,Iowa,13,  Services,67917.2,70892.6,74043.9,77134.1,79849.9,82022.2
19000,Iowa,14,    Household consumption expenditures (for services),63807.2,66647.9,69497,72417.2,74981.6,77122.9
19000,Iowa,15,      Housing and utilities,16843.3,17476.1,18282.5,19077.3,19835.2,20560.2
19000,Iowa,16,      Health care,18036.4,18838.5,19789.3,20223.7,20589,21145.8
19000,Iowa,17,      Transportation services,2968.7,3104.5,3198.5,3335.6,3428.3,3477.7
19000,Iowa,18,      Recreation services,4169.4,4364.8,4603.2,4616.6,4780,4868.5
19000,Iowa,19,      Food services and accommodations,6236.8,6550.3,6793.5,7036.1,7238,7336.7
19000,Iowa,20,      Financial services and insurance,7666.5,8193.4,8523.7,9485.2,10010.1,10310.1
19000,Iowa,21,      Other services,7886.2,8120.3,8306.4,8642.6,9100.9,9423.8
19000,Iowa,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4110,4244.8,4546.9,4717,4868.3,4899.4
19000,Iowa,23,      Gross output of nonprofit institutions,12025.9,12603.7,13318.3,13691,14026.7,14332.5
19000,Iowa,24,      Less: Receipts from sales of goods and services by nonprofit institutions,7915.8,8358.9,8771.4,8974,9158.4,9433.1
20000,Kansas,1,Personal consumption expenditures,97176.3,100307.8,103470.4,106677.3,110354.8,113323.2
20000,Kansas,2,  Goods,34138.7,34389.6,34816.1,35560.5,36526.6,37096
20000,Kansas,3,    Durable goods,10813.8,11166.8,11485.2,11710.3,12007,12219.2
20000,Kansas,4,      Motor vehicles and parts,4059.3,4288.9,4406.1,4508.4,4684.5,4686.5
20000,Kansas,5,      Furnishings and durable household equipment,2656.6,2765.5,2905.7,2981.1,3036.2,3064.2
20000,Kansas,6,      Recreational goods and vehicles,2553.4,2515,2581.6,2635.9,2664.7,2824.1
20000,Kansas,7,      Other durable goods,1544.5,1597.5,1591.7,1584.8,1621.6,1644.4
20000,Kansas,8,    Nondurable goods,23324.9,23222.8,23330.9,23850.2,24519.6,24876.8
20000,Kansas,9,      Food and beverages purchased for off-premises consumption,8428.7,8710.6,8880.5,9128.3,9144.8,9171.4
20000,Kansas,10,      Clothing and footwear,2644.6,2699.1,2732.2,2708.5,2770.7,2773.4
20000,Kansas,11,      Gasoline and other energy goods,3866.8,3008,2649.9,2841.8,3138.2,2982.8
20000,Kansas,12,      Other nondurable goods,8384.8,8805.1,9068.3,9171.6,9465.9,9949.3
20000,Kansas,13,  Services,63037.6,65918.2,68654.3,71116.8,73828.3,76227.2
20000,Kansas,14,    Household consumption expenditures (for services),60336.1,63213.6,65729.7,68035.7,70604.6,73012.9
20000,Kansas,15,      Housing and utilities,16329,16999.6,17805.1,18497.6,19340.3,19901.3
20000,Kansas,16,      Health care,17013.6,17922.9,18622.9,19071,19591.9,20515.6
20000,Kansas,17,      Transportation services,2586.4,2676.5,2777.5,2830.1,2936.6,2942.8
20000,Kansas,18,      Recreation services,3615.3,3682.5,3770.8,3781,3832.4,3871.3
20000,Kansas,19,      Food services and accommodations,5808.7,6169.9,6321.1,6527.5,6706.6,6850.2
20000,Kansas,20,      Financial services and insurance,7679.4,8245.1,8714.6,9404.5,9931.8,10262.5
20000,Kansas,21,      Other services,7303.7,7517,7717.6,7924,8264.9,8669.2
20000,Kansas,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2701.5,2704.7,2924.6,3081.1,3223.7,3214.3
20000,Kansas,23,      Gross output of nonprofit institutions,10647.8,11133.7,11848,12271.2,12675.1,13195.5
20000,Kansas,24,      Less: Receipts from sales of goods and services by nonprofit institutions,7946.3,8429,8923.3,9190.1,9451.4,9981.2
21000,Kentucky,1,Personal consumption expenditures,135649.3,140674.8,146463.9,151944.5,157586.9,162389.8
21000,Kentucky,2,  Goods,50631,51499.2,52853,54964.4,56930.3,57847.6
21000,Kentucky,3,    Durable goods,14077,15157.9,15828.2,16229.8,16807.7,17215.5
21000,Kentucky,4,      Motor vehicles and parts,5415.4,5984.5,6078.1,6189.5,6423.4,6351.4
21000,Kentucky,5,      Furnishings and durable household equipment,3026.1,3214,3442.8,3592.6,3768.2,3930.3
21000,Kentucky,6,      Recreational goods and vehicles,3567,3798.8,4130.4,4289.6,4412.2,4702.3
21000,Kentucky,7,      Other durable goods,2068.4,2160.5,2176.9,2158.1,2203.9,2231.5
21000,Kentucky,8,    Nondurable goods,36554,36341.3,37024.7,38734.6,40122.6,40632.1
21000,Kentucky,9,      Food and beverages purchased for off-premises consumption,12847.5,13310.5,13694.4,14254.9,14471.3,14531.2
21000,Kentucky,10,      Clothing and footwear,3598.1,3697.9,3846.3,3862.3,3948.7,3981.1
21000,Kentucky,11,      Gasoline and other energy goods,6419.1,4867.7,4311.5,4817.9,5431.9,5115.5
21000,Kentucky,12,      Other nondurable goods,13689.4,14465.1,15172.4,15799.5,16270.6,17004.2
21000,Kentucky,13,  Services,85018.3,89175.7,93610.9,96980.1,100656.6,104542.2
21000,Kentucky,14,    Household consumption expenditures (for services),80487.3,84556.2,88732.1,91874.8,95377.1,99180.8
21000,Kentucky,15,      Housing and utilities,21688.4,22466.4,23470.6,24363.8,25456.5,26407
21000,Kentucky,16,      Health care,25006.9,26757,28576.3,29389.1,30088.4,31233.9
21000,Kentucky,17,      Transportation services,2675.7,2776.8,2958.4,3053,3290.9,3538.1
21000,Kentucky,18,      Recreation services,5241.6,5495.9,5729.4,5889.4,6039,6183.1
21000,Kentucky,19,      Food services and accommodations,8858.6,9342.7,9736.9,9926,10263.4,10615.1
21000,Kentucky,20,      Financial services and insurance,8617.7,9137.6,9502.1,10178.8,10712,11065
21000,Kentucky,21,      Other services,8398.5,8579.9,8758.4,9074.7,9526.9,10138.7
21000,Kentucky,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4530.9,4619.5,4878.8,5105.4,5279.4,5361.4
21000,Kentucky,23,      Gross output of nonprofit institutions,14754.7,15738.8,16721.1,17197.8,17620.2,18330
21000,Kentucky,24,      Less: Receipts from sales of goods and services by nonprofit institutions,10223.8,11119.3,11842.3,12092.4,12340.7,12968.6
22000,Louisiana,1,Personal consumption expenditures,148711.3,153753.4,157367.2,162049,168095,173167
22000,Louisiana,2,  Goods,55712.1,56353.1,56385.5,57370.5,59013.1,59850.1
22000,Louisiana,3,    Durable goods,17574.8,18268.8,18211,18407.6,18847.6,19025.7
22000,Louisiana,4,      Motor vehicles and parts,7559.3,7986.4,7768.3,7700.4,7822.2,7701.4
22000,Louisiana,5,      Furnishings and durable household equipment,3865.8,4079.5,4227.6,4361.5,4461,4474.1
22000,Louisiana,6,      Recreational goods and vehicles,4060.5,4005.9,4021.6,4187.6,4363.8,4640.5
22000,Louisiana,7,      Other durable goods,2089.1,2197,2193.4,2158.1,2200.6,2209.7
22000,Louisiana,8,    Nondurable goods,38137.4,38084.2,38174.5,38962.9,40165.5,40824.4
22000,Louisiana,9,      Food and beverages purchased for off-premises consumption,12536.6,12980.1,13109,13286.6,13507.6,13675.6
22000,Louisiana,10,      Clothing and footwear,4760.7,4849.1,4900.8,4815.8,4913.6,4928.3
22000,Louisiana,11,      Gasoline and other energy goods,6801.8,5113.1,4592.1,5045.5,5565,5296.4
22000,Louisiana,12,      Other nondurable goods,14038.3,15141.9,15572.6,15815.1,16179.2,16924.2
22000,Louisiana,13,  Services,92999.2,97400.3,100981.8,104678.5,109081.9,113316.8
22000,Louisiana,14,    Household consumption expenditures (for services),89662.4,94139.8,97499,101041.3,105368,109610.6
22000,Louisiana,15,      Housing and utilities,23946.8,25245.4,26191.2,27366.7,28783.4,29612.5
22000,Louisiana,16,      Health care,26649.8,28014.6,29400.1,30258.9,30799.4,32208.7
22000,Louisiana,17,      Transportation services,3434.4,3472.8,3500.3,3510.3,3633.8,3711.2
22000,Louisiana,18,      Recreation services,5327.3,5543.9,5608.4,5684.9,5914.1,6123.6
22000,Louisiana,19,      Food services and accommodations,11542.1,12281.4,12489.1,12617.3,13114.7,13308
22000,Louisiana,20,      Financial services and insurance,10166.1,10544.7,10915.8,11743.2,12818,13788.3
22000,Louisiana,21,      Other services,8596,9037.1,9394,9860.1,10304.5,10858.3
22000,Louisiana,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3336.8,3260.5,3482.8,3637.2,3713.9,3706.2
22000,Louisiana,23,      Gross output of nonprofit institutions,12408,12999.2,13719.6,13978.4,14231.5,14956
22000,Louisiana,24,      Less: Receipts from sales of goods and services by nonprofit institutions,9071.2,9738.7,10236.9,10341.2,10517.5,11249.8
23000,Maine,1,Personal consumption expenditures,52956.8,54459.2,56316,58852.5,61592.8,63649.5
23000,Maine,2,  Goods,19369.5,19230.3,19560.1,20544.3,21466.5,22193.9
23000,Maine,3,    Durable goods,5625.6,5857.5,6035.4,6269.6,6513.8,6751.5
23000,Maine,4,      Motor vehicles and parts,2054.9,2218.7,2238.7,2296.1,2401.6,2433.1
23000,Maine,5,      Furnishings and durable household equipment,1210.5,1228.8,1309.3,1387.9,1470.4,1550
23000,Maine,6,      Recreational goods and vehicles,1519.6,1532.2,1580.5,1651.9,1685.6,1785
23000,Maine,7,      Other durable goods,840.6,877.8,906.9,933.6,956.2,983.4
23000,Maine,8,    Nondurable goods,13743.9,13372.8,13524.7,14274.7,14952.7,15442.4
23000,Maine,9,      Food and beverages purchased for off-premises consumption,4991.2,5015.4,5102.3,5308.4,5533.2,5778.2
23000,Maine,10,      Clothing and footwear,1263.9,1267.9,1267.8,1260.7,1287.1,1311.9
23000,Maine,11,      Gasoline and other energy goods,2951.1,2283.9,1959,2274.6,2613.3,2539.4
23000,Maine,12,      Other nondurable goods,4537.7,4805.7,5195.7,5430.9,5519.1,5812.9
23000,Maine,13,  Services,33587.3,35228.8,36755.8,38308.2,40126.3,41455.6
23000,Maine,14,    Household consumption expenditures (for services),31096.5,32678.8,34038,35411.2,37137.5,38368.6
23000,Maine,15,      Housing and utilities,8497,8957.4,9219.3,9434.8,9743.7,10006.4
23000,Maine,16,      Health care,9119.5,9697.5,10103.6,10425.4,10766,11044.4
23000,Maine,17,      Transportation services,1142.2,1193.5,1267.7,1319.2,1393.1,1442.8
23000,Maine,18,      Recreation services,1960,1981.8,2103.3,2162.9,2310.7,2367.1
23000,Maine,19,      Food services and accommodations,3320.1,3522.1,3732,3973.9,4195.7,4363.1
23000,Maine,20,      Financial services and insurance,3518.5,3701.9,3838.7,4162.3,4468.2,4628.4
23000,Maine,21,      Other services,3539.2,3624.6,3773.3,3932.7,4260.1,4516.4
23000,Maine,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),2490.8,2550,2717.8,2897,2988.7,3087
23000,Maine,23,      Gross output of nonprofit institutions,6364.9,6588,6807.3,7127.1,7276.8,7615.8
23000,Maine,24,      Less: Receipts from sales of goods and services by nonprofit institutions,3874.2,4037.9,4089.5,4230.1,4288.1,4528.7
24000,Maryland,1,Personal consumption expenditures,243558.5,251772.7,260093.2,270118.5,279172.1,287343.8
24000,Maryland,2,  Goods,73023.5,73589.5,74367.3,76748.7,79255,80963.7
24000,Maryland,3,    Durable goods,24125.9,25016.6,25346.8,25925,26706,27355.1
24000,Maryland,4,      Motor vehicles and parts,8979.5,9625.4,9732.4,9918.1,10282.5,10327.7
24000,Maryland,5,      Furnishings and durable household equipment,5479.6,5756.9,5929.6,6128.8,6227.8,6358
24000,Maryland,6,      Recreational goods and vehicles,6100.6,5974.5,6033.5,6143.6,6432.9,6860.6
24000,Maryland,7,      Other durable goods,3566.1,3659.8,3651.3,3734.6,3762.8,3808.8
24000,Maryland,8,    Nondurable goods,48897.7,48572.9,49020.5,50823.6,52549,53608.5
24000,Maryland,9,      Food and beverages purchased for off-premises consumption,16356.4,16434.8,16477,16835,17149.7,17327.8
24000,Maryland,10,      Clothing and footwear,7051.6,7166.6,7158.2,7182.8,7340,7404.6
24000,Maryland,11,      Gasoline and other energy goods,6809.5,5236.4,4664.5,5133.4,5899.2,5490.6
24000,Maryland,12,      Other nondurable goods,18680.3,19735.1,20720.7,21672.3,22160,23385.5
24000,Maryland,13,  Services,170535,178183.2,185725.9,193369.9,199917.1,206380.2
24000,Maryland,14,    Household consumption expenditures (for services),162778.8,170550.8,177471.3,184768.8,190684,197575.8
24000,Maryland,15,      Housing and utilities,53514.5,56601.5,59669.5,62025,64315,66812.8
24000,Maryland,16,      Health care,39309.6,41416.4,42739.3,44111.5,45019.3,46654
24000,Maryland,17,      Transportation services,7217.9,7547.7,8018.1,8418.3,8791.7,8980.5
24000,Maryland,18,      Recreation services,9607,10079.1,10647.9,11142.8,11256.1,11238.5
24000,Maryland,19,      Food services and accommodations,15006.7,16067.9,16807.2,18035.2,18666.1,19386
24000,Maryland,20,      Financial services and insurance,15200.2,15403.5,15179.6,15954.9,16615.2,17467.5
24000,Maryland,21,      Other services,22922.9,23434.7,24409.9,25081.2,26020.7,27036.4
24000,Maryland,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),7756.1,7632.4,8254.6,8601.1,9233.1,8804.4
24000,Maryland,23,      Gross output of nonprofit institutions,31821.9,33064,34480.7,35786.9,37013.2,37792
24000,Maryland,24,      Less: Receipts from sales of goods and services by nonprofit institutions,24065.8,25431.6,26226.1,27185.8,27780.1,28987.6
25000,Massachusetts,1,Personal consumption expenditures,322597.9,335471.1,346206.2,359648.5,374377.7,387570.3
25000,Massachusetts,2,  Goods,94830.2,95996.4,97812.1,102657.2,106441.9,110480.4
25000,Massachusetts,3,    Durable goods,31784.8,33101.5,34039.2,35480.3,37057,38557.9
25000,Massachusetts,4,      Motor vehicles and parts,9469,10275.3,10347,10790.2,11206.8,11082.5
25000,Massachusetts,5,      Furnishings and durable household equipment,6636.8,6951,7324.8,7528.7,7763.5,8094.1
25000,Massachusetts,6,      Recreational goods and vehicles,9889.7,9832.2,10167.4,10768.5,11571.1,12724.9
25000,Massachusetts,7,      Other durable goods,5789.3,6042.9,6200,6392.9,6515.5,6656.4
25000,Massachusetts,8,    Nondurable goods,63045.4,62894.9,63772.9,67176.9,69384.9,71922.6
25000,Massachusetts,9,      Food and beverages purchased for off-premises consumption,22537.7,23050.6,23542.7,24716.6,25237.3,25925.2
25000,Massachusetts,10,      Clothing and footwear,8907.8,9097.9,9222.8,9115.8,9343.6,9525.5
25000,Massachusetts,11,      Gasoline and other energy goods,8026.1,6146.2,5372.9,5953.1,6508.7,6096.5
25000,Massachusetts,12,      Other nondurable goods,23573.8,24600.2,25634.5,27391.4,28295.4,30375.3
25000,Massachusetts,13,  Services,227767.7,239474.7,248394.1,256991.3,267935.8,277089.8
25000,Massachusetts,14,    Household consumption expenditures (for services),214787.8,226163,234368.5,242416.6,253104.8,262157.7
25000,Massachusetts,15,      Housing and utilities,59605.5,62830.5,64817.5,67582.1,71081.7,73815.5
25000,Massachusetts,16,      Health care,55339.2,57956.9,60060.7,60743.7,62620.1,64268.5
25000,Massachusetts,17,      Transportation services,10782.8,11376.7,11918.4,12297.1,12908,13115.7
25000,Massachusetts,18,      Recreation services,13411.6,14330.5,15561.6,16325.3,17176.9,17739.6
25000,Massachusetts,19,      Food services and accommodations,20445.7,21878.1,23037.1,24131.5,25131,26656.1
25000,Massachusetts,20,      Financial services and insurance,25987.9,27404.9,27172.8,28057,28745.4,29662.3
25000,Massachusetts,21,      Other services,29215.2,30385.4,31800.3,33279.8,35441.7,36899.9
25000,Massachusetts,22,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),12979.9,13311.7,14025.6,14574.7,14831,14932.2
25000,Massachusetts,23,      Gross output of nonprofit institutions,40384.6,41231.2,42872,43867.8,44325.4,46039.6
25000,Massachusetts,24,      Less: Receipts from sales of goods and services by nonprofit institutions,27404.7,27919.5,28846.3,29293.1,29494.4,31107.4
26000,Michigan,1,Personal consumption expenditures,353438.2,365199.3,377298.1,390668.8,405618.8,417614.8
26000,Michigan,2,  Goods,113672.8,115836.8,118511.8,124346,129408.4,133020.1
26000,Michigan,3,    Durable goods,36092.1,38151.5,39957.4,41598.1,43201.9,44480.9
